trip_id,load_id,driver_id,truck_id,route_id,customer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,total_revenue,actual_fuel_cost,net_trip_margin,revenue_per_mile,flag_anomaly_mpg,flag_excessive_idle
TRIP00000056,LOAD00000056,DRV00126,TRK00015,RTE00035,CUST00115,2022-01-01,1216,24.0,196.8,6.18,7.3,2305.87,3775.32,-1469.4500000000003,1.8962746710526315,0,1
TRIP00000057,LOAD00000057,DRV00001,TRK00073,RTE00051,CUST00018,2022-01-01,1961,33.9,290.9,6.74,4.9,3850.19,1696.04,2154.15,1.9633809280979093,0,0
TRIP00000058,LOAD00000058,DRV00121,TRK00030,RTE00008,CUST00181,2022-01-01,806,13.1,123.2,6.54,4.6,2222.7400000000002,1543.52,679.2200000000003,2.7577419354838715,0,1
TRIP00000059,LOAD00000059,DRV00108,TRK00090,RTE00056,CUST00156,2022-01-01,1788,27.7,267.7,6.68,3.6,4320.02,0.0,4320.02,2.4161185682326622,0,0
TRIP00000060,LOAD00000060,DRV00041,TRK00054,RTE00031,CUST00169,2022-01-01,681,10.6,92.8,7.34,4.6,1520.56,297.21,1223.35,2.232834067547724,0,1
TRIP00000061,LOAD00000061,DRV00114,TRK00009,RTE00038,CUST00028,2022-01-01,1351,21.4,208.5,6.48,2.8,3350.56,907.9300000000001,2442.63,2.480059215396003,0,0
TRIP00000062,LOAD00000062,DRV00104,TRK00002,RTE00012,CUST00071,2022-01-01,2483,41.3,426.6,5.82,2.2,6678.889999999999,620.94,6057.949999999999,2.6898469593233987,0,0
TRIP00000063,LOAD00000063,DRV00079,TRK00115,RTE00008,CUST00170,2022-01-01,787,12.9,118.0,6.67,5.4,2608.8900000000003,1791.29,817.6000000000004,3.314980940279543,0,1
TRIP00000064,LOAD00000064,DRV00050,TRK00043,RTE00030,CUST00070,2022-01-01,2197,41.0,313.4,7.01,11.6,6481.77,3257.54,3224.2300000000005,2.9502822030040967,0,0
TRIP00000065,LOAD00000065,DRV00003,TRK00082,RTE00022,CUST00084,2022-01-01,598,10.8,89.9,6.65,10.9,1212.92,1586.24,-373.31999999999994,2.028294314381271,0,1
TRIP00000066,LOAD00000066,DRV00124,TRK00050,RTE00039,CUST00169,2022-01-01,1105,21.1,168.4,6.56,7.5,2682.7599999999998,1001.27,1681.4899999999998,2.427837104072398,0,1
TRIP00000067,LOAD00000067,UNASSIGNED,TRK00112,RTE00046,CUST00137,2022-01-01,2433,40.0,427.6,5.69,9.2,6442.04,523.26,5918.78,2.647776407727086,0,0
TRIP00000068,LOAD00000068,DRV00083,TRK00091,RTE00023,CUST00022,2022-01-01,1308,22.5,233.6,5.6,5.8,3365.16,457.08,2908.08,2.5727522935779814,0,0
TRIP00000069,LOAD00000069,DRV00066,TRK00092,RTE00026,CUST00095,2022-01-01,2119,41.5,328.5,6.45,4.1,3525.14,816.56,2708.58,1.663586597451628,0,0
TRIP00000070,LOAD00000070,DRV00077,,RTE00013,CUST00091,2022-01-01,711,14.2,105.5,6.74,9.7,1523.98,324.47,1199.51,2.1434317862165964,0,1
TRIP00000071,LOAD00000071,DRV00147,TRK00013,RTE00006,CUST00036,2022-01-01,708,12.5,117.8,6.01,3.5,1810.31,1103.17,707.1399999999999,2.5569350282485876,0,0
TRIP00000072,LOAD00000072,DRV00092,TRK00108,RTE00037,CUST00166,2022-01-02,2686,43.0,444.7,6.04,10.2,4247.02,440.73,3806.2900000000004,1.5811690245718542,0,0
TRIP00000073,LOAD00000073,DRV00055,TRK00025,RTE00032,CUST00038,2022-01-02,2322,38.0,384.4,6.04,8.7,5630.04,0.0,5630.04,2.4246511627906977,0,0
TRIP00000074,LOAD00000074,DRV00051,,RTE00016,CUST00139,2022-01-02,2937,51.6,428.8,6.85,9.7,6730.29,1887.8899999999999,4842.4,2.2915526046986723,0,0
TRIP00000075,LOAD00000075,DRV00041,TRK00008,RTE00028,CUST00070,2022-01-02,2225,39.9,330.6,6.73,9.7,5040.8,653.68,4387.12,2.2655280898876407,0,0
TRIP00000076,LOAD00000076,DRV00129,TRK00048,RTE00050,CUST00177,2022-01-02,751,12.6,109.2,6.88,4.0,1364.1100000000001,0.0,1364.1100000000001,1.8163914780292945,0,1
TRIP00000077,LOAD00000077,DRV00037,TRK00025,RTE00047,CUST00105,2022-01-02,485,9.1,75.5,6.42,10.9,1153.02,0.0,1153.02,2.377360824742268,0,1
TRIP00000078,LOAD00000078,DRV00110,TRK00098,RTE00036,CUST00060,2022-01-02,272,4.7,38.6,7.04,3.0,885.21,2705.1,-1819.8899999999999,3.2544485294117647,0,1
TRIP00000079,LOAD00000079,DRV00014,TRK00051,RTE00023,CUST00164,2022-01-02,1283,21.0,231.6,5.54,5.5,2874.39,2519.7200000000003,354.6699999999996,2.240366328916602,0,0
TRIP00000080,LOAD00000080,DRV00053,TRK00067,RTE00033,CUST00044,2022-01-02,165,3.1,25.2,6.56,5.3,537.19,1011.75,-474.55999999999995,3.25569696969697,0,1
TRIP00000081,LOAD00000081,DRV00124,TRK00052,RTE00005,CUST00073,2022-01-02,1736,31.5,304.0,5.71,8.7,5230.969999999999,0.0,5230.969999999999,3.0132315668202763,0,0
TRIP00000082,LOAD00000082,DRV00060,TRK00061,RTE00052,CUST00030,2022-01-02,848,16.8,113.8,7.45,8.4,1640.9900000000002,2333.81,-692.8199999999997,1.9351297169811323,0,1
TRIP00000083,LOAD00000083,DRV00013,TRK00059,RTE00042,CUST00039,2022-01-02,2689,43.8,373.0,7.21,4.3,6879.06,2103.92,4775.14,2.5582223875046486,0,0
TRIP00000084,LOAD00000084,DRV00039,TRK00014,RTE00001,CUST00175,2022-01-02,698,13.4,116.1,6.01,4.5,1226.94,453.28,773.6600000000001,1.7577936962750718,0,1
TRIP00000085,LOAD00000085,DRV00035,TRK00120,RTE00024,CUST00116,2022-01-02,1227,22.1,173.6,7.07,6.8,3680.91,1133.3899999999999,2547.52,2.999926650366748,0,1
TRIP00000086,LOAD00000086,DRV00121,TRK00112,RTE00021,CUST00061,2022-01-02,2150,33.2,302.0,7.12,3.8,6144.3,863.46,5280.84,2.857813953488372,0,0
TRIP00000087,LOAD00000087,DRV00141,TRK00096,RTE00022,CUST00078,2022-01-02,571,8.9,88.1,6.48,5.1,1573.71,890.7,683.01,2.756059544658494,0,1
TRIP00000088,LOAD00000088,DRV00078,,RTE00052,CUST00039,2022-01-02,864,14.5,127.8,6.76,12.0,1683.98,3440.08,-1756.1,1.9490509259259259,0,1
TRIP00000089,LOAD00000089,DRV00110,TRK00064,RTE00002,CUST00071,2022-01-02,689,12.6,102.7,6.71,10.3,1748.24,1231.96,516.28,2.537358490566038,0,1
TRIP00000090,LOAD00000090,DRV00049,TRK00072,RTE00046,CUST00032,2022-01-02,2318,41.9,347.0,6.68,5.5,5886.77,1054.72,4832.05,2.5395901639344265,0,0
TRIP00000091,LOAD00000091,DRV00033,TRK00112,RTE00020,CUST00045,2022-01-02,2323,39.1,322.6,7.2,10.9,4498.8,1875.23,2623.57,1.9366336633663368,0,0
TRIP00000092,LOAD00000092,DRV00054,TRK00050,RTE00058,CUST00194,2022-01-02,543,9.4,83.4,6.51,11.0,1204.6599999999999,726.4,478.2599999999999,2.2185267034990788,0,1
TRIP00000093,LOAD00000093,DRV00020,TRK00059,RTE00013,CUST00012,2022-01-02,699,13.9,100.0,6.99,6.0,1448.55,729.36,719.1899999999999,2.0723175965665237,0,1
TRIP00000094,LOAD00000094,DRV00141,TRK00033,RTE00023,CUST00030,2022-01-02,1361,21.9,188.2,7.23,4.9,3164.55,2614.69,549.8600000000001,2.3251653196179283,0,0
TRIP00000095,LOAD00000095,DRV00060,TRK00099,RTE00024,CUST00113,2022-01-02,1250,20.3,215.5,5.8,5.8,3713.58,0.0,3713.58,2.9708639999999997,0,0
TRIP00000096,LOAD00000096,DRV00030,TRK00090,RTE00026,CUST00121,2022-01-02,1991,38.6,338.0,5.89,10.6,4267.58,2785.34,1482.2399999999998,2.1434354595680563,0,0
TRIP00000097,LOAD00000097,DRV00150,TRK00057,RTE00055,CUST00166,2022-01-02,1410,25.5,241.9,5.83,11.0,4443.67,0.0,4443.67,3.1515390070921985,0,1
TRIP00000098,LOAD00000098,DRV00126,TRK00097,RTE00031,CUST00035,2022-01-02,682,12.5,107.1,6.37,5.7,1699.5,2638.91,-939.4099999999999,2.4919354838709675,0,1
TRIP00000099,LOAD00000099,DRV00033,TRK00024,RTE00018,CUST00047,2022-01-02,677,11.9,113.4,5.97,6.2,1804.6999999999998,2042.85,-238.1500000000001,2.6657311669128507,0,1
TRIP00000100,LOAD00000100,DRV00005,TRK00095,RTE00044,CUST00182,2022-01-02,2683,50.1,358.2,7.49,11.3,7854.98,801.49,7053.49,2.927685426761088,0,0
TRIP00000101,LOAD00000101,DRV00002,TRK00112,RTE00016,CUST00063,2022-01-02,2918,53.5,508.4,5.74,4.5,8130.47,1023.0400000000001,7107.43,2.786315969842358,0,0
TRIP00000102,LOAD00000102,DRV00129,TRK00063,RTE00008,CUST00003,2022-01-02,767,12.9,124.5,6.16,3.0,1876.47,260.07,1616.4,2.446505867014342,0,0
TRIP00000103,LOAD00000103,DRV00109,TRK00052,RTE00014,CUST00165,2022-01-02,1264,22.2,198.4,6.37,2.8,2761.8999999999996,383.5,2378.3999999999996,2.1850474683544303,0,0
TRIP00000104,LOAD00000104,UNASSIGNED,TRK00114,RTE00039,CUST00152,2022-01-02,1048,18.5,143.2,7.32,4.6,2242.73,1372.62,870.1100000000001,2.1400095419847327,0,0
TRIP00000105,LOAD00000105,DRV00139,TRK00115,RTE00045,CUST00181,2022-01-02,624,12.4,102.3,6.1,11.6,1470.22,1315.27,154.95000000000005,2.356121794871795,0,1
TRIP00000106,LOAD00000106,DRV00084,TRK00026,RTE00037,CUST00156,2022-01-02,2569,49.2,427.5,6.01,8.5,5061.530000000001,0.0,5061.530000000001,1.9702335539120284,0,0
TRIP00000107,LOAD00000107,DRV00124,TRK00011,RTE00047,CUST00107,2022-01-02,498,8.9,75.3,6.61,4.2,938.4,680.97,257.42999999999995,1.8843373493975903,0,1
TRIP00000108,LOAD00000108,DRV00111,TRK00069,RTE00010,CUST00171,2022-01-02,91,1.4,15.9,5.74,7.9,183.26999999999998,461.89,-278.62,2.0139560439560436,0,1
TRIP00000109,LOAD00000109,DRV00071,TRK00078,RTE00056,CUST00034,2022-01-02,1696,33.0,233.0,7.28,2.9,4486.09,1479.0200000000002,3007.0699999999997,2.6451002358490565,0,0
TRIP00000110,LOAD00000110,DRV00090,TRK00067,RTE00029,CUST00015,2022-01-02,2669,51.9,368.6,7.24,10.1,7816.099999999999,1919.49,5896.61,2.9284750843012364,0,0
TRIP00000111,LOAD00000111,DRV00075,TRK00065,RTE00001,CUST00042,2022-01-02,690,11.1,98.3,7.02,4.5,1263.6599999999999,1365.26,-101.60000000000014,1.8313913043478258,0,1
TRIP00000112,LOAD00000112,DRV00079,TRK00071,RTE00038,CUST00175,2022-01-02,1377,21.3,244.1,5.64,4.7,4228.3,1244.95,2983.3500000000004,3.070660856935367,0,0
TRIP00000113,LOAD00000113,DRV00036,TRK00062,RTE00035,CUST00018,2022-01-02,1262,23.4,206.2,6.12,6.4,2692.13,1780.78,911.3500000000001,2.1332250396196515,0,0
TRIP00000114,LOAD00000114,DRV00114,TRK00030,RTE00046,CUST00198,2022-01-02,2367,43.6,400.5,5.91,11.7,6731.16,1374.9099999999999,5356.25,2.8437515842839036,0,0
TRIP00000115,LOAD00000115,DRV00141,TRK00080,RTE00006,CUST00135,2022-01-02,663,11.6,100.9,6.57,6.1,1887.42,3758.92,-1871.5,2.8467873303167424,0,1
TRIP00000116,LOAD00000116,DRV00147,TRK00114,RTE00010,CUST00078,2022-01-02,92,1.7,15.1,6.09,3.3,180.61,2378.9,-2198.29,1.9631521739130435,0,1
TRIP00000117,LOAD00000117,DRV00018,TRK00091,RTE00004,CUST00137,2022-01-02,2098,35.9,369.4,5.68,9.6,4028.95,1835.27,2193.68,1.9203765490943756,0,0
TRIP00000118,LOAD00000118,DRV00127,TRK00085,RTE00056,CUST00145,2022-01-02,1782,29.2,318.8,5.59,2.4,5245.469999999999,624.96,4620.509999999999,2.943585858585858,0,0
TRIP00000119,LOAD00000119,DRV00019,TRK00069,RTE00017,CUST00084,2022-01-02,1178,19.9,190.6,6.18,11.4,2683.0299999999997,674.2,2008.8299999999997,2.2776146010186755,0,1
TRIP00000120,LOAD00000120,DRV00069,TRK00038,RTE00002,CUST00085,2022-01-02,732,12.1,109.4,6.69,2.2,1570.8999999999999,1335.03,235.8699999999999,2.1460382513661203,0,0
TRIP00000121,LOAD00000121,DRV00113,TRK00099,RTE00023,CUST00081,2022-01-02,1299,22.9,202.0,6.43,3.8,2779.58,1529.48,1250.1,2.1397844495765974,0,0
TRIP00000122,LOAD00000122,DRV00015,TRK00112,RTE00017,CUST00164,2022-01-02,1153,18.5,205.9,5.6,5.7,2608.1299999999997,678.44,1929.6899999999996,2.2620381613182996,0,1
TRIP00000123,LOAD00000123,DRV00101,TRK00095,RTE00024,CUST00177,2022-01-02,1213,23.9,161.9,7.49,2.4,3034.64,1441.97,1592.6699999999998,2.5017642209398185,0,0
TRIP00000124,LOAD00000124,DRV00119,TRK00050,RTE00016,CUST00040,2022-01-02,2940,46.2,417.0,7.05,9.3,6428.320000000001,2026.3,4402.02,2.1865034013605444,0,0
TRIP00000125,LOAD00000125,DRV00111,TRK00045,RTE00045,CUST00145,2022-01-02,629,12.3,102.4,6.14,4.8,1462.72,0.0,1462.72,2.325468998410175,0,1
TRIP00000126,LOAD00000126,DRV00017,TRK00097,RTE00035,CUST00094,2022-01-02,1258,24.1,190.0,6.62,10.8,2678.64,0.0,2678.64,2.1292845786963435,0,1
TRIP00000127,LOAD00000127,DRV00108,TRK00114,RTE00032,CUST00138,2022-01-02,2296,37.8,347.9,6.6,9.8,4744.63,1539.28,3205.3500000000004,2.066476480836237,0,0
TRIP00000128,LOAD00000128,DRV00119,TRK00051,RTE00050,CUST00026,2022-01-02,736,12.7,100.4,7.33,10.5,1618.79,2170.7200000000003,-551.9300000000003,2.1994429347826085,0,1
TRIP00000129,LOAD00000129,DRV00110,TRK00029,RTE00035,CUST00126,2022-01-02,1260,21.0,178.7,7.05,4.8,2245.66,2392.6,-146.94000000000005,1.7822698412698412,0,0
TRIP00000130,LOAD00000130,DRV00103,TRK00025,RTE00054,CUST00136,2022-01-02,1651,31.1,222.5,7.42,3.3,3164.33,1289.99,1874.34,1.9166141732283464,0,0
TRIP00000131,LOAD00000131,DRV00105,TRK00030,RTE00006,CUST00143,2022-01-02,717,12.5,121.9,5.88,6.9,1600.45,0.0,1600.45,2.2321478382147837,0,1
TRIP00000132,LOAD00000132,DRV00066,TRK00016,RTE00050,CUST00098,2022-01-02,709,11.4,119.4,5.94,5.4,1553.25,1773.32,-220.06999999999994,2.1907616361071933,0,1
TRIP00000133,LOAD00000133,DRV00033,TRK00083,RTE00028,CUST00178,2022-01-02,2288,38.8,337.5,6.78,10.9,4119.62,1193.8200000000002,2925.7999999999997,1.8005332167832167,0,0
TRIP00000134,LOAD00000134,DRV00111,TRK00038,RTE00015,CUST00117,2022-01-02,96,1.7,15.6,6.15,11.7,284.1,1162.86,-878.7599999999999,2.959375,0,1
TRIP00000135,LOAD00000135,DRV00012,TRK00038,RTE00003,CUST00123,2022-01-02,2089,41.7,294.2,7.1,3.9,5834.83,0.0,5834.83,2.7931211105792246,0,0
TRIP00000136,LOAD00000136,DRV00014,TRK00108,RTE00005,CUST00008,2022-01-02,1872,29.2,304.4,6.15,6.7,4945.37,1069.53,3875.84,2.6417574786324787,0,0
TRIP00000137,LOAD00000137,DRV00037,TRK00061,RTE00029,CUST00190,2022-01-02,2655,47.6,404.1,6.57,9.4,7720.49,1800.0700000000002,5920.42,2.9079058380414313,0,0
TRIP00000138,LOAD00000138,DRV00083,TRK00059,RTE00004,CUST00093,2022-01-02,2029,38.6,275.7,7.36,2.8,4611.07,2131.06,2480.0099999999998,2.2725825529817643,0,0
TRIP00000139,LOAD00000139,DRV00043,TRK00015,RTE00010,CUST00192,2022-01-02,99,1.9,14.6,6.78,6.1,360.55,1287.05,-926.5,3.6419191919191922,0,1
TRIP00000140,LOAD00000140,DRV00098,TRK00031,RTE00025,CUST00118,2022-01-02,3117,54.5,562.6,5.54,7.1,5746.39,0.0,5746.39,1.8435643246711582,0,0
TRIP00000141,LOAD00000141,DRV00107,TRK00033,RTE00013,CUST00018,2022-01-02,676,12.1,115.2,5.87,4.6,1350.56,3723.06,-2372.5,1.997869822485207,0,1
TRIP00000142,LOAD00000142,DRV00066,TRK00057,RTE00016,CUST00085,2022-01-03,2682,44.3,398.5,6.73,2.5,6400.76,3224.5099999999998,3176.2500000000005,2.3865622669649516,0,0
TRIP00000143,LOAD00000143,DRV00071,TRK00024,RTE00056,CUST00175,2022-01-03,1703,32.9,240.9,7.07,2.6,4554.24,0.0,4554.24,2.674245449207281,0,0
